Date,Member,Company,Project,Location,Department,Service #,Hours,Notes,Billable
07/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,869877,0,Please book JSal for 1.5 days remote to continue 365 security works. ,Billable
07/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,869878,0,Please book JSal for 1.5 days remote to continue 365 security works. ,Billable
07/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.03,"Hi Sneha,   Thank you for confirming that everything seems okay now after the reset. I will close this one off but please get back to us if you need any further help.    Tim. ",Billable
07/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891497,0.13,"Hi Richard,   I have just left you a voicemail on 07584 906836. Can you reply back when you are ready for me to remote on a take a closer look? Chances are we will need to reset your PC to get this back to functioning normally as with Sneha's computer.  After remoting on and determining this to be the case, it will take around an hour and a half to get this done.   Speak soon,    Tim. ",Billable
07/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892409,0.03,"Hi Nicole,   I have just left you a message on 01273 741311 regarding this issue. Can you reply back to this email when you are free and I will give you a call back.    Tim. ",Billable
07/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891497,0.02,"Hi Richard,   Fully understand, it would also be great to remote on for 30 minutes to check if this is even needed. Let me know when I can remote onto the computer for 30 minutes and we can go from there.   Speak soon,   Tim. ",Billable
07/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,869876,1.9,"I checked the Admins on the tenant to make sure all accounts had MFA.  The only outstanding ones were  Sarah Evans  I have removed admin from these accounts Steve Hill Cameron Ash (Carden IT)  ====================================================================  Sent email to Sarah to ask her to register for MFA  Good Afternoon Sarah   I’m Jamie from Trident and am emailing to ask if you can setup MFA for your email account please.   You currently have the Admin role of “Azure AD Joined Device Local Administrator”, but no MFA and I think your account is being flagged as one of the admin roles that don’t.   When you get a minute, could you please visit https://aka.ms/mfasetup sign in using your details, then add a method for authentication? Alternatively, you can sign to Office.com, select your initials in the top right corner > View Account > Under ‘Security Info’, Update Info.   Ideally we like people to use the Microsoft Authenticator app on their phone, but a phone number or alternative email will work also.   Please let me know if you have any issues with setting up MFA.  ================================================================  Added a new quarantine policy to send notifications to users.  ================================================================ Sent a Teams message to Dan to ask him about my email.",Billable
07/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892943,1.45,Amy had 2 Computers - Old Laptop and New Old one was trying to sync files - there was 4 times 1.7GB pst files which was trying to sync over 0.54MBits speed.  We run speed test - It was 12Mb/0.54Mb - that's why syncing was taking that long.  Then we remove those files as they where old pst backups. It took a while before computer has accepted changes and we had to double this up on both computers same time. Next we had to wait until sync has finished to add her SharePoint - Company drive  All took so long. Then I have discovered that email accounts  and not setup properly. - They use normal license not as shared email account. I have offered to fix this and create separate ticket for that which Amy has agreed.  We tested few files if they are opening. All good now Issue with Internet speed still exist on both computers - She is using home broadband.  We tested on Hot Spot as well when we wasn't able to finish syncing.  She is fully aware and will speak with partner who is looking after Broadband (it's properly filtered by 3rd party ) ,Billable
07/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892992,0.02,"Hello Amy,   As we spoken over the phone. Please provide names of the mailboxes which you wish to convert to shared mailbox. Please include who should have access to each individual one.  Thank You Szymon",Billable
07/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891471,0.02,"Afternoon Dan,   Just to keep you inform that Sneha's computer is now fixed. I have attempted to reach Nicole today with no response. I will attempt again tomorrow,    Tim. ",Billable
07/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,869876,1.3,"I spoke to Dan and he would like us to ask Carden to keep Mimecast in place until at least the WC 10/04, as he doesn't want any disruption for his staff after last weeks issues.   Dan is going to ask all users to setup MFA tomorrow, so I can check on Monday.  =========================================================  Called Carden and left a message for Dave to call me back.  =========================================================  Let Dan know that I havent been able to speak to Dave today and will call him back tomorrow. Had another look at Secure Score to see if there is anything I could setup.  I had a read on Mimecast and they should be able to export a list of allowed senders for us to import into Office 365.",Billable
07/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891579,0.2,"Before change [image]  [image] After Change  [image]  [image] assigned user licenses that I just added, I will need a get a 2nd line to check this over.  ",Billable
07/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.2,Next Steps: Call Abi Get her access to Network drives Let her know she has access to the sharepoint  +65 8869 2665 ,Billable
07/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,876698,1.5,Discussions with Jamie throughout the day.,Billable
07/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,876698,0.5,Project Planning and meeting with JSal to discuss works.,Billable
06/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890127,0.15,"DNS is now functional? - No  [image] DNS was off, turned on for immediate install in correct profile DNS monitoring was turned off as DNS was turned off  Waiting for it to re-install Checking back later",Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891471,0.02,"Good Morning Dan,   Hope you are well. I just wanted to check in regarding the issues you and your users were having late last week? Is there anything else that Trident needs to action?  I have left you a voicemail on 07799 897900 regarding this.   Speak soon Dan,    Tim. ",Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889834,0,"Good Morning Sarah,  Hope you are well! I just attempted to reach you on 01273 741300 regarding this ticket but you aren't in the office. Can you confirm when you will be onsite and have Amy's laptop with you? I will need to guide you through purchasing a license and getting this installed on that computer.   Speak soon,    Tim. ",Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.05,"Checked Splash Note: Y Best Contact Information: 07852544266 Is this a new Issue or Reoccurring: Reoccurring  How many users affected: 1 Start of Issue time: Last Thursday Device Name/Description: SRLatop Description of Issue:  Everything feels slow, even logging in ",Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.07, [image]  We will need to check back later and confirm that the above commands completed successfully.   [image]  ,Billable
06/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892518,0.07,"I looked at this issue, I saw this client doesn't have a server, so I went on to sharepoint and synced the following sites below. client is happy to close off the ticket. [image] ",Billable
06/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890853,0.03,Left message for ROB,Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892409,0,"Good afternoon Nicole,   Can you confirm you are still having issues with your laptop? I am currently working with Sneha now on their computer.    Tim. ",Billable
06/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.05,"Hello,  Would you like me to call you about this tomorrow morning at about 09:30am our time?   If not, what time works best for you?  Kind Regards, Dre",Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.83,"Confirmed that the scans are still running hours later. No improvement on performance  Checking the last windows updates, uninstalling this one     Waiting for 3 minutes and still nothing happened. Tried going through control panel but it just points you to settings again. Settings is just going round in circles Closing dism and sfc check repair as these aren't doing anything Restarting computer. Updates underway:     Restarted. Nothing will run from the run command Start Menu is not showing or appearing no matter how many times I click. After 5 minutes file explorer crashed and all the windows opened up  Finally the uninstalling bar has progressed through       Restarting now logged in and it is still causing a huge issue.   Downloading HP support assistant but all drivers are up to date [image]  [image]  DISM.exe is finally progressing quickly now [image]  [image]  [image]  contacting customer back to let them know that the performance should be better now.   ",Billable
06/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.07,Took call from Sneha for TC Wondering if TC was there Passed message to TC,Billable
06/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.08,"Sneha called to chase the ticket, but Tim.C wasn't available. He said that he'll give Sneha a call tomorrow morning.",Billable
06/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,892476,0.05,Called back on 07852544266. Confirmed that Outlook is still lagging. Confirmed that I can call at 0830  ,Billable
06/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,876698,0.75,Working with JSAL throughout day to update and manage client expectations on 365 project work. ,Billable
03/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,876698,0.33,Wilbury Ticket talking about DNS filtering and patch management,Billable
03/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891436,0.13,Checked Splash Note: Yes Best Contact Information: 01273 741300 Is this a new Issue or Reoccurring: New How many users affected: 1 Start of Issue time: Today Device Name/Description: DESKTOP-V7LQEMP Description of Issue: Will called to report that he can't access the Google Website and his PC is performing more slowly since an update was done on his PC. I got him to reboot his PC.,Billable
03/03/2023 00:00,DPetikopoulos,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891253,0.13,Located the bitlocker key and called Emily. She was at home and she asked for a call back after 11:30AM UK time when she is back at the office - i will call her back then,Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891436,0.27,"Will called in to look to look into this issue. Looked over the issue, looks like a corruptions within windows as there is no firewalls that has been changed. and there is no internet settings that was adapted either. so I ran a Chkdsk /r /f which will scan the C: Drive for any integrity issues. client will call back after testing google chrome, if this doesn't work I will unintall the update and reinstall it.  22H2 update.",Billable
03/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891436,0.07, [image] Took message for JM from client,Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891436,0.55,"I called Will back as morgan let me know the fix I ran did not work. I then looked further into this, I tried clearing the SSL cache within internet options. I then tried reinstalling the feature update as well but computer didn't want to let this go through. user mentioned this was happening on Edge as well so I restarted the DNS filter and this fixed the issue. client is happy to close off the ticket. ",Billable
03/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891253,1.2,"I have spoken to Emily and after completing the following process, she has been able to login.  After it boots to a recovery screen > Troubleshoot > CMD > type bitlocker key >  Type the following in the CMD window manage-bde -protectors -disable C:  This disables Bitlocker for the next boot up.  I am now installing Windows updates on the device with Bitlocker suspended.",Billable
03/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891253,0.12,I have spoken to Emily and she is now logged in successfully.  I installed 2 Windows updates and rebooted 3 times to be safe.  Emily will call if she has any further issues.,Billable
03/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890853,0.1, Call Rob and number was wrong - I have corrected number on ConnectWise under his name. 01273 741314 Did left the message.,Billable
03/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890853,0,"Hello Rob,   Just to follow up, are you still having email issues?  Kind regards Szymon",Billable
03/03/2023 00:00,CHarvey,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891480,0.03,"Hello,   Your ticket has been assigned to an engineer, They will contact you when needed.  Many thanks, Conor",Billable
03/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891471,0.08,Hi Dan  I have spoken to Emily to resolve the issue with her laptop and it is now working normally again.  I am speaking to Beth once her meeting is finished to try and resolve her issue also.  My colleague are looking at the speed issues also to try and resolve those for you.  I'll confirm once I have spoken to Beth and worked on her laptop.  Kind Regards  Jamie,Billable
03/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891497,0.05," Hi Richard,  Good day!  Thanks for contacting trident! This is to inform you that your request has been received.  Thank you,  Ron Custodio",Billable
03/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891497,0.07,"Hi Richard,  Good day!           I tried to called your number but only a voice mail. Please let me know when you are available to call.  Thank you,  Ron Custodio   ",Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891480,0.22,"Hi Sneha,  I have tried calling you on 01273 741300. Can you please give me a call back on 01273 662 777 so I can help you further with this laptop issue.  Kind Regards, James Morgan",Billable
03/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889895,0.25,"Beth has called in and I have talked her through the process to get Windows back.  ===================================================================  Logged into laptop, running Windows updates and suspended bitlocker.  =================================================================== ",Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891480,0.23,"Hi Sneha,  I called but no one answered! Perhaps I called the wrong number?  Thank you for letting us know about this! I will go ahead and close off the ticket, but if you have any more issues please let us know!  Kind Regards, James Morgan",Billable
03/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889895,0.13,"I have spoken to Beth, she has logged in to the laptop and is now working again. The laptop is a little slow, but it was Updating Adobe in the background at the time. ",Billable
03/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890127,0.17," [image] I checked in on this a bit earlier and saw it was appearing as an issue with the Agent, but it appears normal while offline - not sure if that indicates anything, or if heartbeat indicator is now only picking up that it is indeed offline.  Adding this to my N-able queue in lieu of in progress.",Billable
03/03/2023 00:00,JSaliba,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891471,0.18,"Hi Dan  Just to confirm, both Beth and Emilys laptops are now working again and I have spoken to them to confirm.  Kind Regards  Jamie",Billable
03/03/2023 00:00,EThorpe,Wilbury Stratton Consultants Ltd,,Trident Head Office,Sales,891700,0.27,Catching up with Jnr after issues today with MPS,Non-Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891579,0.4,Created the account. the licenses that was mentioned conflict I tried calling the Kacie to confrim the licenses however they was not able to come to the phone. I will need to get Microsoft Teams international calling plan (For SMB) and a Microsoft 365 Business Voice via Dan. adding the groups to the user. [image]  [image] ,Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891579,0.12,added groups I will need to just get the licenses ordered for Dave. unable to assign Bussiness standard as it conflicts with the F1 that's currently on the account. [image] ,Billable
03/03/2023 00:00,JMorgan,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891579,0.08,"Hi Dave,  Can I get Microsoft 365 Business Voice And Microsoft International Calling Plan For (SMB).  For new user: Mary-Kate Lynn?   Kind Regards, James Morgan",Billable
02/03/2023 00:00,SNiemczyk,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890853,0.02,"Hello Rob,   Please let me know when would be best to have a remote session with you to check that problem.  Kind regards Szmon",Billable
02/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889834,0.1,"Good Morning Sarah,   Hope you are well! I just tried to catch you on 01273 741300 regarding this issue. Can you reply back to me when you are available and I can remote on and take a further look for you. It looks like we will most likely have to guide you through purchasing a Microsoft license from the Microsoft store.   Please see the screenshot below:  [image]  Let me know when you are free and I can remote on and take a closer look for you.    Tim.   ",Billable
02/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890127,0.13,Still failed. DNS not installed. Turned DNS on and off to prompt re-install.  Waking a while to turn back on. Tried again.  [image]   [image] Made certain hibernate turned off.,Billable
02/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890127,0.17, [image] Writing response to N-able,Billable
02/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.03,"Hi Nick,  Will this afternoon be a good time for me to assist you with this Windows 11 setup?  Kind Regards, Dre",Billable
02/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890287,0.08,"Hello Dan and Amy,  I tried to call Dan but I couldn't reach him. It seems that DESKTOP-BB268FL is actually Amy's personal PC and she has requested that we stop our monitoring of it. I am going to remove the server from MPS but Amy will need to uninstall the Windows agent on her PC if she wants to clear it out. I will be closing this ticket now, but let me know if there are any issues.  Many Thanks, Alex Forster",Billable
02/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,887412,0.03,"Hello Nick,  Unfortunately, due to lack of contact, I will be closing this ticket. However, if there are still issues with the Sales Hub Spot add-on after re-installing it, please let us know.  Many Thanks, Alex Forster",Billable
02/03/2023 00:00,DPetikopoulos,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.17,Nick called to ask for Dre. I messaged Dre  Nick said he would not be available afternoon as he is working from Asia and there is a time difference. He said he would be around for another hour only and asked for a call back if possible.  Asked some info and it turns out he has a brand new laptop that need to be setup from scratch  This might need to be scoped first so please check with STL/BM before proceeding as they also have a pre-pay agreement,Billable
02/03/2023 00:00,TCoates,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891092,0.07,Confirmed this is happening on the asset LAPTOP-FS4LKUQ1  Teams'd Ron to get back in touch ASAP [image] ,Billable
02/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891092,0.13,"Hi Mark,  Good day!  Thanks for contacting trident! This is to inform you that your request has been received.    Thank you,  Ron Custodio  ",Billable
02/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.08,Will check with Charlie before proceeding with this tomorrow as he isn't in today,Billable
02/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.02,"Hello Nick,  I will not be able to do this today as I need to check with a higher level engineer who isn't available today.  Do you mind if we do this tomorrow?  Kind Regards, Dre",Billable
02/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891092,0.05,Reset the browser settings run ipconfig /flushdns Restart the device  Issue resolved ,Billable
02/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891092,0.02,"Hi Mark,  Thank you for you time. Your reported issue has been resolved. we are closing the ticket from our end. Thanks for your patience!  Thank you,  Ron Custodio",Billable
02/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891253,0.1,"Checked Splash Note: Yes Best Contact Information: Emily - 07716696813  Is this a new Issue or Reoccurring: New How many users affected: 1 Start of Issue time: When she called in,  Device Name/Description: DESKTOP-JB20Q11 (192.168.10.223) Description of Issue:  Computer ran update, ran strangely, then when she restarted it, went to Bitlocker recovery screen. Created ticket, called Emily back and left VM that she can call back and we will give her the key to see if it can be recovered that way.",Billable
02/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880483,0.53,"I called Beth.  I got Beth to run the TakeControlPlus install for me to remote onto the laptop.  I then ran through the upgrade to Windows 11 Pro with Beth.  To do this you need to go to the following:  Select Start > Settings > System > Activation.  Then you select change key.  Put in the new License Key.  Then it will upgrade to Windows and should run through some updates as shown in the screenshot:  [image]  Once this is done, you can then add the 'Work or School' account after a reboot.  We added Beths work account via settings:  [image]  Once Beth signed in it then assigned the laptop automatically to Intune. [image]  However this does install MPS as shown in intune.  [image]  [image]  I then imported the device to MPS.  [image]  I then uninstalled McAfee LiveSafe as it is not needed as per the fact we install AV.  I then checked in to see how far the update has come it is currently 8% I advised to let this go and once Beth is signed in after the update is complete we can get the rest of the updates sorted and finish it up.",Billable
02/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,891253,0.37,"Took call back from Emily to see if I could just give her the Bitlocker key to have her able to resume work. DESKTOP-JB20Q11 / 10.0.19045 / 22H2  She read out the 'choose an option' screen, which she is on at present Asked her to hit 'continue' Dell loading screen Back to 'choose an option' Tried to repair install with the Bitlocker key I provided. This did not work for Rollback or Windows 10. User does not wish to use Windows 11 and never has, so did not try Windows 11.  Back to 'choose an option'  Uninstalling latest Feature Update > Rollback Ran into a problem... Uninstalling latest Quality Update > Rollback  Uninstalling latest quality update > rollback is uninstalling and seems to be working. It worked and it uninstalled. Back to choose an option. Asked her to hit Continue. Dell loading screen.  Keyboard layout Back to 'Choose an option' Continue Dell loading screen  Keyboard layout...  Advised Clair to turn off the device as I could not do anything further. Explained to Clair I was wary of suggesting resetting the PC as it could likely result in loss of her files or programs - and wanted to see if there might be another way forward before proceeding.  Informed Clair I would be raising this to a colleague who will be able to advise her of next steps for either remote troubleshooting, or potentially sending her laptop in to Trident.  NEXT STEPS: 1) Any further remote troubleshooting possible? 2) Have her send the laptop in to Trident?",Billable
02/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880483,0.87,Beth called back.  We ran through all the updates.  This included a Firmware update for the laptop.  Multiple Windows updates and driver updates.  After the FirmWare was updated it then restarted and I was able to remote onto the laptop.  I then got the user signed into their work account.  However the PC would not allow sign in to a different account.   After looking into each issue that may be causing this I ran Winver and it still showed as Windows 11 Home.  I asked Beth to put the key in again and this is now updating and we will pick this up tomorrow morning.,Billable
01/03/2023 00:00,JNRPacker,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,876698,0.5,Chat with JSal about upcoming works,Billable
01/03/2023 00:00,MHannagan,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880483,0.5,Initial call with Dan and Kacie. ,Billable
01/03/2023 00:00,MHannagan,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880483,1,Creating forms in DD.  [image] ,Billable
01/03/2023 00:00,MHannagan,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880483,2,Writing up process guides for leavers and new starters.   More time will be needed to document additional Laptop set up procedures. ,Billable
01/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,887412,0.07,"Hello Nick,  I'm just checking in again, to ask if you've managed to install the Sales Hub Spot add-in on your Outlook client. If you haven't been able to do it, It may be worth just closing this ticket and you can send an email to helpdesk@tridentgroup.co.uk, if there are still issues, when you do install the add-in. Let me know your thoughts on how we should proceed.  Many Thanks, Alex Forster",Billable
01/03/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890720,0.33,"DNS filtering for the device DESKTOP-V7LQEMP set to Do not inherit Will check after 24 hours    [image]   Kind regard,  Ron Custodio",Billable
01/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890287,0.23,"I checked on MPS, and it seems that the machine was online for a grand total of around 5 minutes... [image] Its user is Amy Woods who is current using LAPTOP-8G27G20E. It is possible that she is working from home, and only accesses the desktop PC when she is at the office. I'll have to double-check with Dan Chester.",Billable
01/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890287,0.08,"Hello Dan,  I tried to call you but I couldn't reach you and had to leave a voicemail instead. I am currently working on an issue with the installation of the DNS filtering on Amy Wood's desktop PC, DESKTOP-BB268FL but it appears to be offline. I noticed that she is using a laptop called LAPTOP-8G27G20E. Do you know when she would next be using the desktop PC, so I can do the behind-the-scenes work to resolve the issue?  Many Thanks, Alex Forster",Billable
01/03/2023 00:00,CLovell,Wilbury Stratton Consultants Ltd,Continuous Development Programme,Trident Head Office,Technical,880483,0.65,"MH asked me to take over on setting up a users laptop.  MH transferred Beth Vermee to me.  We ran through the OOBE.  And it has done some updates and is now restarting.  I managed to bypass the log in to be able to upgrade the Windows version as this version is Windows 11 Home.  The bypass email used was no@thankyou.com.  After this we need to set-up Windows 11 Pro, so we need a license key which Beth is going to get from Kacie and then call me back.",Billable
01/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890127,0.15, [image] Ran DNS Agent Cleanup script  Checking back later,Billable
01/03/2023 00:00,MAversano,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890127,0.03,Task ID: 1328168850  Exit Code: 1001  Start Time: 3/1/2023 3:48:02 PM  Finish Time: 3/1/2023 3:48:07 PM  Console Output:   [01/03/23 15:48:03] - [INFO]: Started processing the dnsAgentCleanup script. [01/03/23 15:48:04] - [INFO]: Running script version: 1.01 [01/03/23 15:48:04] - [VERBOSE]: You have defined to have the script output the verbose log entries. [01/03/23 15:48:04] - [VERBOSE]: Input Parameters have been successfully validated. [01/03/23 15:48:04] - [VERBOSE]: ### Completed running validateUserInput function. ###  [01/03/23 15:48:04] - [VERBOSE]: ### Started running getAgentPath function. ### [01/03/23 15:48:04] - [FAILURE]: Installation path for the DNS Agent was not found. [01/03/23 15:48:04] - [FAILURE]: Failing script.  Looks like it was not installed in the first place. ,Billable
01/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,889834,0.03,Asked Junior if there is any update on this ,Billable
01/03/2023 00:00,DAnderson,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.02,"Hello Nick,  Will you be available to go through this tomorrow afternoon at around 3pm?  Kind Regards, Dre",Billable
01/03/2023 00:00,AForster,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890287,0.05,"Hello Amy,  I'm currently investigating an issue with the installation of a security feature called DNS Filtering on your desktop PC. Unfortunately, your machine has been offline for the day. I discovered that you used a laptop instead and I wanted to know when you would be using the desktop PC. I won't need you to get me access to anything as everything should be handled in the background. Let me know when you can.  Many Thanks, Alex Forster",Billable
01/03/2023 00:00,CHarvey,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890489,0.02,"Hello,   Your ticket has been assigned to an engineer and they will contact you.  Many thanks, Conor",Billable
01/03/2023 00:00,CSelwyn,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,880983,0.02,"Morning Amy,  Please let me know if the new mailboxes are working correctly and you can access them?  Thanks,  Charlie",Billable
01/03/2023 00:00,EThorpe,Wilbury Stratton Consultants Ltd,,Trident Head Office,Sales,,1.1,#NAME?,Non-Billable
28/02/2023 00:00,EThorpe,Wilbury Stratton Consultants Ltd,,Trident Head Office,Sales,,0.6,"All licenses added to quotation, follow up sent to Dan to try and get call arranged to take licensing over.  Discussed with Jnr to get final numbers required for quote.",Non-Billable
28/02/2023 00:00,JoePacker,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890022,0.2,Disabled DNS  Uninstalled ecosystem .old Ecosystem folder  confirmed installers have appeared  [image] This has now installed and the alert has been resolved  [image]  ,Billable
28/02/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890014,0.37,"Login to MPS search the company name Wilbury Stratton Consultants Ltd open the device settings - DNS Filtering - Disabled and enabled back after few minutes   Kind regard,  Ron Custodio",Billable
28/02/2023 00:00,RCustodio,Wilbury Stratton Consultants Ltd,,Trident Head Office,Technical,890014,0.08,"Hello Dan,  Good morning. Just FYI. I already check the DNS error in your device. Still updating please check tomorrow   Kind regard,  Ron Custodio  ",Billable
